CH1,CH2,CH4,Ts,parameter,value
2.879062500e+2,-8.800000000e-2,2.101562500e+1,,,
2.860468750e+2,-1.041250000e-1,2.100000000e+1,,,
2.899843750e+2,-9.587500000e-2,2.001562500e+1,,,
2.820000000e+2,-9.600000000e-2,2.199218750e+1,,,
2.900000000e+2,-9.590625000e-2,1.903125000e+1,,,
2.879375000e+2,-1.040312500e-1,1.900000000e+1,,,
2.880000000e+2,-9.575000000e-2,1.900000000e+1,,,
2.920000000e+2,-8.806250000e-2,1.900781250e+1,,,
2.899843750e+2,-1.002500000e-1,1.900000000e+1,,,
2.880000000e+2,-1.039687500e-1,2.100000000e+1,,,
2.879531250e+2,-1.000000000e-1,2.106250000e+1,,,
2.899843750e+2,-1.000000000e-1,1.800000000e+1,,,
2.859687500e+2,-9.596875000e-2,1.899218750e+1,,,
2.860156250e+2,-9.206250000e-2,1.800781250e+1,,,
2.880156250e+2,-1.000625000e-1,2.200000000e+1,,,
2.901093750e+2,-9.593750000e-2,1.898437500e+1,,,
2.960000000e+2,-9.603125000e-2,2.198437500e+1,,,
2.900000000e+2,-9.603125000e-2,2.200000000e+1,,,
2.879843750e+2,-9.603125000e-2,2.099218750e+1,,,
2.880156250e+2,-9.993750000e-2,2.099218750e+1,,,
2.840312500e+2,-8.803125000e-2,2.100000000e+1,,,
2.879375000e+2,-1.000625000e-1,2.099218750e+1,,,
2.980781250e+2,-9.196875000e-2,1.999218750e+1,,,
2.841093750e+2,-9.600000000e-2,2.100000000e+1,,,
2.881406250e+2,-8.800000000e-2,2.000000000e+1,,,
2.879843750e+2,-9.606250000e-2,2.199218750e+1,,,
2.879531250e+2,-9.193750000e-2,2.201562500e+1,,,
2.860937500e+2,-9.193750000e-2,2.100000000e+1,,,
2.940156250e+2,-8.818750000e-2,2.100000000e+1,,,
2.879218750e+2,-1.000000000e-1,1.999218750e+1,,,
2.900468750e+2,-8.800000000e-2,2.100000000e+1,,,
2.919843750e+2,-9.200000000e-2,2.000000000e+1,,,
2.920156250e+2,-8.800000000e-2,2.099218750e+1,,,
2.900000000e+2,-8.400000000e-2,2.093750000e+1,,,
2.900156250e+2,-8.812500000e-2,1.599218750e+1,,,
2.859843750e+2,-9.606250000e-2,2.000000000e+1,,,
2.919375000e+2,-9.190625000e-2,2.000000000e+1,,,
2.919843750e+2,-8.803125000e-2,1.899218750e+1,,,
2.940000000e+2,-8.803125000e-2,2.100000000e+1,,,
2.919687500e+2,-8.796875000e-2,2.000000000e+1,,,
2.899843750e+2,-8.812500000e-2,2.202343750e+1,,,
2.879843750e+2,-9.600000000e-2,2.300781250e+1,,,
2.880000000e+2,-8.787500000e-2,2.100000000e+1,,,
2.879687500e+2,-8.796875000e-2,1.999218750e+1,,,
2.820156250e+2,-9.609375000e-2,1.999218750e+1,,,
2.920468750e+2,-9.587500000e-2,2.098437500e+1,,,
2.940000000e+2,-8.793750000e-2,2.200000000e+1,,,
2.820000000e+2,-9.215625000e-2,2.001562500e+1,,,
2.900000000e+2,-9.590625000e-2,1.798437500e+1,,,
2.899843750e+2,-8.775000000e-2,2.200000000e+1,,,
2.880000000e+2,-7.600000000e-2,2.200781250e+1,,,
2.899843750e+2,-7.206250000e-2,2.200000000e+1,,,
2.900000000e+2,-8.406250000e-2,2.099218750e+1,,,
2.880000000e+2,-8.790625000e-2,2.101562500e+1,,,
2.900468750e+2,-8.409375000e-2,2.200000000e+1,,,
2.899218750e+2,-9.615625000e-2,1.901562500e+1,,,
2.799687500e+2,-9.196875000e-2,2.400000000e+1,,,
2.858437500e+2,-8.021875000e-2,2.000000000e+1,,,
2.899531250e+2,-7.993750000e-2,2.396875000e+1,,,
2.919843750e+2,-8.384375000e-2,2.200000000e+1,,,
2.920312500e+2,-9.215625000e-2,2.299218750e+1,,,
2.881093750e+2,-7.600000000e-2,2.099218750e+1,,,
2.859843750e+2,-9.178125000e-2,2.400000000e+1,,,
2.879531250e+2,-8.440625000e-2,2.201562500e+1,,,
2.879687500e+2,-8.778125000e-2,2.296875000e+1,,,
2.860000000e+2,-9.606250000e-2,2.300781250e+1,,,
2.880000000e+2,-8.403125000e-2,1.999218750e+1,,,
2.860000000e+2,-9.200000000e-2,2.199218750e+1,,,
2.879687500e+2,-8.800000000e-2,2.200000000e+1,,,
2.840156250e+2,-8.000000000e-2,2.200000000e+1,,,
2.920000000e+2,-9.168750000e-2,2.408593750e+1,,,
2.920781250e+2,-8.818750000e-2,1.900000000e+1,,,
2.880312500e+2,-8.390625000e-2,2.301562500e+1,,,
2.899531250e+2,-9.590625000e-2,1.998437500e+1,,,
2.979687500e+2,-9.209375000e-2,2.300781250e+1,,,
2.941093750e+2,-7.596875000e-2,2.299218750e+1,,,
2.880312500e+2,-8.412500000e-2,2.200000000e+1,,,
2.900781250e+2,-7.193750000e-2,2.000000000e+1,,,
2.940156250e+2,-9.184375000e-2,1.900781250e+1,,,
2.899531250e+2,-8.806250000e-2,2.101562500e+1,,,
2.820156250e+2,-7.600000000e-2,2.200000000e+1,,,
2.900312500e+2,-8.400000000e-2,2.100000000e+1,,,
2.900156250e+2,-8.000000000e-2,2.200000000e+1,,,
2.860000000e+2,-8.796875000e-2,2.100781250e+1,,,
2.879843750e+2,-8.006250000e-2,2.100000000e+1,,,
2.819843750e+2,-8.800000000e-2,2.101562500e+1,,,
2.919687500e+2,-9.200000000e-2,2.500000000e+1,,,
2.900000000e+2,-8.003125000e-2,2.100781250e+1,,,
2.820000000e+2,-8.403125000e-2,2.300000000e+1,,,
2.898906250e+2,-8.400000000e-2,2.196875000e+1,,,
2.900000000e+2,-8.806250000e-2,2.397656250e+1,,,
2.880156250e+2,-8.006250000e-2,1.696875000e+1,,,
2.840000000e+2,-8.400000000e-2,2.100781250e+1,,,
2.880156250e+2,-8.000000000e-2,1.996875000e+1,,,
2.880000000e+2,-8.800000000e-2,2.004687500e+1,,,
2.900000000e+2,-8.415625000e-2,2.299218750e+1,,,
2.880000000e+2,-7.178125000e-2,2.103125000e+1,,,
2.860000000e+2,-8.800000000e-2,1.900000000e+1,,,
2.879687500e+2,-7.206250000e-2,2.100000000e+1,,,
2.939843750e+2,-8.396875000e-2,2.100000000e+1,,,
2.900156250e+2,-8.000000000e-2,2.100781250e+1,,,
2.880781250e+2,-8.400000000e-2,2.400000000e+1,,,
2.839062500e+2,-7.200000000e-2,1.900000000e+1,,,
2.959531250e+2,-8.800000000e-2,2.196875000e+1,,,
2.899375000e+2,-7.600000000e-2,2.200000000e+1,,,
2.940781250e+2,-8.800000000e-2,2.300000000e+1,,,
2.918437500e+2,-7.596875000e-2,2.100000000e+1,,,
2.820156250e+2,-7.606250000e-2,2.199218750e+1,,,
2.941406250e+2,-8.806250000e-2,1.998437500e+1,,,
2.939531250e+2,-8.809375000e-2,2.498437500e+1,,,
2.900781250e+2,-7.993750000e-2,2.295312500e+1,,,
2.840312500e+2,-9.193750000e-2,1.999218750e+1,,,
2.859843750e+2,-8.406250000e-2,2.099218750e+1,,,
2.879843750e+2,-8.006250000e-2,1.900781250e+1,,,
2.900156250e+2,-7.196875000e-2,2.200781250e+1,,,
2.879531250e+2,-7.200000000e-2,2.100000000e+1,,,
2.920781250e+2,-7.600000000e-2,2.100000000e+1,,,
2.840312500e+2,-7.600000000e-2,2.100000000e+1,,,
2.960312500e+2,-8.000000000e-2,2.100000000e+1,,,
2.919375000e+2,-7.200000000e-2,2.196875000e+1,,,
2.879531250e+2,-8.003125000e-2,1.899218750e+1,,,
2.820156250e+2,-8.000000000e-2,2.398437500e+1,,,
2.820000000e+2,-8.400000000e-2,2.295312500e+1,,,
2.880000000e+2,-7.612500000e-2,1.900000000e+1,,,
2.880156250e+2,-6.796875000e-2,2.099218750e+1,,,
2.820000000e+2,-7.600000000e-2,1.900000000e+1,,,
2.879843750e+2,-7.600000000e-2,2.099218750e+1,,,
2.859843750e+2,-7.606250000e-2,2.003125000e+1,,,
2.920000000e+2,-7.596875000e-2,1.898437500e+1,,,
2.860625000e+2,-6.400000000e-2,2.299218750e+1,,,
2.820000000e+2,-7.593750000e-2,2.000000000e+1,,,
2.840000000e+2,-7.209375000e-2,2.201562500e+1,,,
2.819843750e+2,-7.600000000e-2,1.990625000e+1,,,
2.860156250e+2,-8.803125000e-2,1.800781250e+1,,,
2.880000000e+2,-8.393750000e-2,2.001562500e+1,,,
2.899843750e+2,-6.800000000e-2,1.999218750e+1,,,
2.880000000e+2,-8.390625000e-2,2.097656250e+1,,,
2.879843750e+2,-7.209375000e-2,2.201562500e+1,,,
2.900000000e+2,-7.600000000e-2,2.000000000e+1,,,
2.860468750e+2,-7.200000000e-2,2.200000000e+1,,,
2.839843750e+2,-7.600000000e-2,2.001562500e+1,,,
2.840156250e+2,-6.796875000e-2,2.100000000e+1,,,
2.820156250e+2,-8.400000000e-2,2.201562500e+1,,,
2.820000000e+2,-7.200000000e-2,1.902343750e+1,,,
2.841093750e+2,-8.400000000e-2,1.900781250e+1,,,
2.900000000e+2,-7.193750000e-2,2.199218750e+1,,,
2.838906250e+2,-7.203125000e-2,2.100000000e+1,,,
2.820937500e+2,-7.612500000e-2,2.000781250e+1,,,
2.879843750e+2,-8.396875000e-2,2.100000000e+1,,,
2.819531250e+2,-7.600000000e-2,1.996093750e+1,,,
2.859375000e+2,-8.400000000e-2,2.299218750e+1,,,
2.879687500e+2,-7.600000000e-2,1.900000000e+1,,,
2.900156250e+2,-8.400000000e-2,2.100000000e+1,,,
2.860156250e+2,-7.206250000e-2,1.897656250e+1,,,
2.859687500e+2,-9.600000000e-2,1.900000000e+1,,,
2.841093750e+2,-8.821875000e-2,1.900000000e+1,,,
2.780156250e+2,-7.596875000e-2,1.799218750e+1,,,
2.840156250e+2,-8.400000000e-2,1.800000000e+1,,,
2.820000000e+2,-7.600000000e-2,2.100000000e+1,,,
2.880000000e+2,-8.803125000e-2,1.799218750e+1,,,
2.840000000e+2,-8.396875000e-2,2.000000000e+1,,,
2.880000000e+2,-7.600000000e-2,1.900000000e+1,,,
2.899843750e+2,-8.809375000e-2,2.000000000e+1,,,
2.859375000e+2,-7.200000000e-2,1.899218750e+1,,,
2.819843750e+2,-8.403125000e-2,1.797656250e+1,,,
2.880000000e+2,-7.993750000e-2,2.099218750e+1,,,
2.819843750e+2,-8.000000000e-2,1.899218750e+1,,,
2.860156250e+2,-7.603125000e-2,1.900000000e+1,,,
2.780000000e+2,-7.996875000e-2,1.998437500e+1,,,
2.859531250e+2,-7.209375000e-2,2.100000000e+1,,,
2.840000000e+2,-7.996875000e-2,2.000781250e+1,,,
2.880000000e+2,-8.396875000e-2,1.899218750e+1,,,
2.819687500e+2,-7.200000000e-2,1.899218750e+1,,,
2.880781250e+2,-8.409375000e-2,1.900000000e+1,,,
2.899531250e+2,-7.590625000e-2,2.000000000e+1,,,
2.819843750e+2,-7.593750000e-2,2.000000000e+1,,,
2.880000000e+2,-8.400000000e-2,2.000000000e+1,,,
2.820000000e+2,-8.000000000e-2,1.900000000e+1,,,
2.900000000e+2,-8.403125000e-2,2.002343750e+1,,,
2.820312500e+2,-8.800000000e-2,2.000000000e+1,,,
2.819062500e+2,-8.387500000e-2,1.600781250e+1,,,
2.879531250e+2,-8.003125000e-2,1.700000000e+1,,,
2.840625000e+2,-9.203125000e-2,2.099218750e+1,,,
2.779687500e+2,-7.587500000e-2,1.800000000e+1,,,
2.800468750e+2,-7.609375000e-2,2.000781250e+1,,,
2.798906250e+2,-8.412500000e-2,2.099218750e+1,,,
2.760312500e+2,-8.800000000e-2,1.900781250e+1,,,
2.820312500e+2,-7.975000000e-2,1.900000000e+1,,,
2.778906250e+2,-6.800000000e-2,2.003125000e+1,,,
2.758593750e+2,-7.193750000e-2,1.599218750e+1,,,
2.859375000e+2,-7.600000000e-2,2.100000000e+1,,,
2.800156250e+2,-7.596875000e-2,1.596093750e+1,,,
2.799375000e+2,-8.403125000e-2,1.700781250e+1,,,
2.840156250e+2,-7.993750000e-2,1.800000000e+1,,,
2.800156250e+2,-7.600000000e-2,1.800000000e+1,,,
2.839062500e+2,-7.590625000e-2,1.998437500e+1,,,
2.839687500e+2,-8.003125000e-2,1.900781250e+1,,,
2.819062500e+2,-7.193750000e-2,1.700781250e+1,,,
2.780312500e+2,-6.412500000e-2,1.900000000e+1,,,
2.840312500e+2,-8.012500000e-2,1.699218750e+1,,,
2.799687500e+2,-7.587500000e-2,2.000781250e+1,,,
2.760156250e+2,-7.615625000e-2,1.900000000e+1,,,
2.840000000e+2,-8.821875000e-2,2.000000000e+1,,,
2.779218750e+2,-6.387500000e-2,1.800000000e+1,,,
2.780000000e+2,-7.231250000e-2,1.800000000e+1,,,
2.820000000e+2,-7.996875000e-2,2.101562500e+1,,,
2.760156250e+2,-7.193750000e-2,1.600000000e+1,,,
2.860000000e+2,-7.612500000e-2,1.700000000e+1,,,
2.780625000e+2,-7.590625000e-2,1.903125000e+1,,,
2.799843750e+2,-6.800000000e-2,1.800000000e+1,,,
2.760312500e+2,-8.003125000e-2,1.998437500e+1,,,
2.819531250e+2,-7.603125000e-2,1.599218750e+1,,,
2.740000000e+2,-8.396875000e-2,1.805468750e+1,,,
2.841093750e+2,-7.193750000e-2,1.896093750e+1,,,
2.820000000e+2,-7.603125000e-2,1.699218750e+1,,,
2.840000000e+2,-6.806250000e-2,2.099218750e+1,,,
2.799843750e+2,-7.203125000e-2,1.799218750e+1,,,
2.799843750e+2,-7.200000000e-2,1.900781250e+1,,,
2.819843750e+2,-7.606250000e-2,1.600000000e+1,,,
2.780312500e+2,-8.006250000e-2,1.900000000e+1,,,
2.740156250e+2,-8.403125000e-2,1.700781250e+1,,,
2.759062500e+2,-8.000000000e-2,1.797656250e+1,,,
2.799531250e+2,-7.200000000e-2,1.796875000e+1,,,
2.739062500e+2,-7.603125000e-2,1.599218750e+1,,,
2.740156250e+2,-7.609375000e-2,1.997656250e+1,,,
2.760312500e+2,-7.990625000e-2,1.800000000e+1,,,
2.780781250e+2,-6.809375000e-2,1.899218750e+1,,,
2.798750000e+2,-7.996875000e-2,2.000781250e+1,,,
2.679375000e+2,-6.400000000e-2,1.802343750e+1,,,
2.759218750e+2,-7.600000000e-2,1.700000000e+1,,,
2.799218750e+2,-7.600000000e-2,1.599218750e+1,,,
2.840312500e+2,-7.593750000e-2,1.896875000e+1,,,
2.720312500e+2,-6.393750000e-2,1.398437500e+1,,,
2.738437500e+2,-6.803125000e-2,1.800000000e+1,,,
2.820156250e+2,-6.809375000e-2,1.800000000e+1,,,
2.740937500e+2,-7.593750000e-2,1.501562500e+1,,,
2.781093750e+2,-6.787500000e-2,1.498437500e+1,,,
2.819843750e+2,-6.412500000e-2,1.700000000e+1,,,
2.779531250e+2,-7.603125000e-2,1.801562500e+1,,,
2.780000000e+2,-6.796875000e-2,2.000781250e+1,,,
2.800000000e+2,-7.603125000e-2,1.700000000e+1,,,
2.759843750e+2,-7.200000000e-2,1.698437500e+1,,,
2.760156250e+2,-7.996875000e-2,1.400000000e+1,,,
2.800000000e+2,-7.209375000e-2,1.697656250e+1,,,
2.760000000e+2,-8.825000000e-2,1.700000000e+1,,,
2.780000000e+2,-8.365625000e-2,1.699218750e+1,,,
2.700000000e+2,-6.775000000e-2,1.798437500e+1,,,
2.740312500e+2,-6.821875000e-2,2.000000000e+1,,,
2.779687500e+2,-8.000000000e-2,1.901562500e+1,,,
2.800000000e+2,-8.396875000e-2,1.802343750e+1,,,
2.760000000e+2,-8.400000000e-2,1.501562500e+1,,,
2.719687500e+2,-8.400000000e-2,1.902343750e+1,,,
2.720468750e+2,-7.584375000e-2,1.700000000e+1,,,
2.780000000e+2,-7.203125000e-2,1.601562500e+1,,,
2.760156250e+2,-7.600000000e-2,1.800000000e+1,,,
2.781250000e+2,-7.571875000e-2,1.600000000e+1,,,
2.679843750e+2,-8.412500000e-2,1.796093750e+1,,,
2.779375000e+2,-6.815625000e-2,1.900000000e+1,,,
2.739843750e+2,-7.184375000e-2,1.799218750e+1,,,
2.818906250e+2,-7.606250000e-2,1.800000000e+1,,,
2.780625000e+2,-6.428125000e-2,1.700000000e+1,,,
2.799843750e+2,-6.346875000e-2,1.696875000e+1,,,
2.759687500e+2,-7.606250000e-2,2.000781250e+1,,,
2.760000000e+2,-6.403125000e-2,1.700000000e+1,,,
2.779843750e+2,-7.996875000e-2,2.001562500e+1,,,
2.740000000e+2,-7.603125000e-2,1.900000000e+1,,,
2.780156250e+2,-7.200000000e-2,2.000000000e+1,,,
2.760000000e+2,-6.400000000e-2,1.800000000e+1,,,
2.780000000e+2,-7.187500000e-2,1.707031250e+1,,,
2.722187500e+2,-6.806250000e-2,1.400000000e+1,,,
2.639375000e+2,-7.193750000e-2,1.602343750e+1,,,
2.759687500e+2,-7.600000000e-2,1.703125000e+1,,,
2.720781250e+2,-7.603125000e-2,1.898437500e+1,,,
2.739062500e+2,-7.200000000e-2,1.397656250e+1,,,
2.799843750e+2,-7.209375000e-2,1.600000000e+1,,,
2.759531250e+2,-6.409375000e-2,1.700000000e+1,,,
2.759687500e+2,-6.790625000e-2,1.599218750e+1,,,
2.720000000e+2,-7.600000000e-2,1.701562500e+1,,,
2.760468750e+2,-7.200000000e-2,1.800000000e+1,,,
2.759687500e+2,-6.400000000e-2,1.700000000e+1,,,
2.700000000e+2,-5.990625000e-2,1.697656250e+1,,,
2.760000000e+2,-7.950000000e-2,1.498437500e+1,,,
2.759843750e+2,-8.012500000e-2,1.700000000e+1,,,
2.720156250e+2,-7.200000000e-2,1.399218750e+1,,,
2.720000000e+2,-7.600000000e-2,1.499218750e+1,,,
2.700000000e+2,-7.206250000e-2,1.599218750e+1,,,
2.780156250e+2,-6.400000000e-2,1.700000000e+1,,,
2.660781250e+2,-6.800000000e-2,1.601562500e+1,,,
2.700000000e+2,-6.796875000e-2,1.498437500e+1,,,
2.680156250e+2,-7.196875000e-2,1.302343750e+1,,,
2.640156250e+2,-6.818750000e-2,1.700781250e+1,,,
2.740000000e+2,-6.000000000e-2,1.497656250e+1,,,
2.659843750e+2,-7.996875000e-2,1.500781250e+1,,,
2.720000000e+2,-7.212500000e-2,1.500000000e+1,,,
2.660000000e+2,-6.796875000e-2,1.504687500e+1,,,
2.720000000e+2,-6.800000000e-2,1.000781250e+1,,,
2.679843750e+2,-6.803125000e-2,1.700000000e+1,,,
2.739531250e+2,-7.196875000e-2,1.300000000e+1,,,
2.720156250e+2,-8.000000000e-2,1.700781250e+1,,,
2.699843750e+2,-6.000000000e-2,1.600000000e+1,,,
2.719531250e+2,-6.000000000e-2,1.500000000e+1,,,
2.720468750e+2,-7.181250000e-2,1.697656250e+1,,,
2.680000000e+2,-6.800000000e-2,1.800000000e+1,,,
2.720468750e+2,-6.003125000e-2,1.700000000e+1,,,
2.719843750e+2,-7.206250000e-2,1.696875000e+1,,,
2.720000000e+2,-7.600000000e-2,1.199218750e+1,,,
2.720156250e+2,-6.800000000e-2,1.498437500e+1,,,
2.720000000e+2,-7.603125000e-2,1.600000000e+1,,,
2.680937500e+2,-6.003125000e-2,1.398437500e+1,,,
2.639062500e+2,-7.196875000e-2,1.400000000e+1,,,
2.720000000e+2,-6.009375000e-2,1.497656250e+1,,,
2.640156250e+2,-6.796875000e-2,1.200000000e+1,,,
2.659687500e+2,-7.203125000e-2,1.500781250e+1,,,
2.679375000e+2,-7.600000000e-2,1.400000000e+1,,,
2.720312500e+2,-7.615625000e-2,1.500000000e+1,,,
2.659062500e+2,-6.803125000e-2,1.500000000e+1,,,
2.660156250e+2,-7.200000000e-2,1.499218750e+1,,,
2.719843750e+2,-8.000000000e-2,1.400000000e+1,,,
2.680000000e+2,-6.800000000e-2,1.400781250e+1,,,
2.720000000e+2,-7.600000000e-2,1.199218750e+1,,,
2.660000000e+2,-7.615625000e-2,1.601562500e+1,,,
2.740000000e+2,-6.390625000e-2,1.400000000e+1,,,
2.660312500e+2,-8.396875000e-2,1.396093750e+1,,,
2.660000000e+2,-6.800000000e-2,1.700000000e+1,,,
2.640000000e+2,-7.596875000e-2,1.200000000e+1,,,
2.659531250e+2,-8.006250000e-2,1.596093750e+1,,,
2.700000000e+2,-7.993750000e-2,1.500781250e+1,,,
2.660156250e+2,-6.409375000e-2,1.402343750e+1,,,
2.699843750e+2,-6.390625000e-2,1.300000000e+1,,,
2.700000000e+2,-7.203125000e-2,1.499218750e+1,,,
2.599375000e+2,-6.800000000e-2,1.299218750e+1,,,
2.600312500e+2,-7.603125000e-2,1.500781250e+1,,,
2.660781250e+2,-7.200000000e-2,1.398437500e+1,,,
2.740000000e+2,-7.200000000e-2,1.400781250e+1,,,
2.680312500e+2,-7.206250000e-2,1.400781250e+1,,,
2.639843750e+2,-6.806250000e-2,1.300000000e+1,,,
2.699843750e+2,-6.400000000e-2,1.400000000e+1,,,
2.661406250e+2,-6.803125000e-2,1.399218750e+1,,,
2.580000000e+2,-7.200000000e-2,1.500000000e+1,,,
2.638593750e+2,-6.800000000e-2,1.400000000e+1,,,
2.660468750e+2,-7.596875000e-2,1.500000000e+1,,,
2.618906250e+2,-7.200000000e-2,1.301562500e+1,,,
2.600937500e+2,-7.200000000e-2,1.300781250e+1,,,
2.680468750e+2,-7.603125000e-2,1.500000000e+1,,,
2.638906250e+2,-7.593750000e-2,1.200000000e+1,,,
2.579062500e+2,-6.806250000e-2,1.501562500e+1,,,
2.580937500e+2,-7.600000000e-2,1.499218750e+1,,,
2.680625000e+2,-6.412500000e-2,1.602343750e+1,,,
2.700468750e+2,-6.793750000e-2,1.299218750e+1,,,
2.640937500e+2,-7.196875000e-2,1.400000000e+1,,,
2.599843750e+2,-7.600000000e-2,1.200000000e+1,,,
2.619843750e+2,-7.200000000e-2,1.402343750e+1,,,
2.619687500e+2,-7.200000000e-2,1.400000000e+1,,,
2.659843750e+2,-7.603125000e-2,1.398437500e+1,,,
2.640000000e+2,-7.193750000e-2,1.499218750e+1,,,
2.659687500e+2,-8.003125000e-2,1.300000000e+1,,,
2.599687500e+2,-6.400000000e-2,1.200000000e+1,,,
2.640625000e+2,-7.603125000e-2,1.100781250e+1,,,
2.659843750e+2,-6.796875000e-2,1.400781250e+1,,,
2.620000000e+2,-6.400000000e-2,1.400000000e+1,,,
2.600000000e+2,-6.784375000e-2,1.200000000e+1,,,
2.640312500e+2,-8.000000000e-2,1.400000000e+1,,,
2.640156250e+2,-7.996875000e-2,1.201562500e+1,,,
2.600156250e+2,-6.806250000e-2,1.298437500e+1,,,
2.600000000e+2,-8.006250000e-2,1.499218750e+1,,,
2.599843750e+2,-6.375000000e-2,1.200000000e+1,,,
2.640000000e+2,-6.012500000e-2,1.397656250e+1,,,
2.600312500e+2,-7.171875000e-2,1.307031250e+1,,,
2.580000000e+2,-7.600000000e-2,1.100000000e+1,,,
2.560000000e+2,-7.200000000e-2,1.200000000e+1,,,
2.620312500e+2,-7.600000000e-2,1.098437500e+1,,,
2.599687500e+2,-6.790625000e-2,1.201562500e+1,,,
2.600156250e+2,-6.812500000e-2,1.300000000e+1,,,
2.599843750e+2,-7.600000000e-2,1.100000000e+1,,,
2.560000000e+2,-6.409375000e-2,1.400000000e+1,,,
2.680000000e+2,-5.603125000e-2,1.200000000e+1,,,
2.560000000e+2,-7.212500000e-2,1.300781250e+1,,,
2.599843750e+2,-8.387500000e-2,1.100000000e+1,,,
2.580000000e+2,-6.787500000e-2,8.984375000e+0,,,
2.600000000e+2,-7.606250000e-2,1.500000000e+1,,,
2.579687500e+2,-8.006250000e-2,1.401562500e+1,,,
2.619687500e+2,-7.593750000e-2,1.000781250e+1,,,
2.559531250e+2,-6.396875000e-2,1.100781250e+1,,,
2.601093750e+2,-6.412500000e-2,1.200781250e+1,,,
2.620312500e+2,-6.790625000e-2,1.300000000e+1,,,
2.619218750e+2,-6.012500000e-2,1.200000000e+1,,,
2.539531250e+2,-7.603125000e-2,1.399218750e+1,,,
2.559218750e+2,-6.806250000e-2,1.101562500e+1,,,
2.560625000e+2,-8.000000000e-2,1.000000000e+1,,,
2.520000000e+2,-7.993750000e-2,1.302343750e+1,,,
2.559218750e+2,-8.387500000e-2,1.299218750e+1,,,
2.639687500e+2,-6.000000000e-2,1.100000000e+1,,,
2.601562500e+2,-7.603125000e-2,9.000000000e+0,,,
2.519375000e+2,-6.818750000e-2,1.097656250e+1,,,
2.600937500e+2,-6.800000000e-2,1.100000000e+1,,,
2.579375000e+2,-7.200000000e-2,1.102343750e+1,,,
2.580000000e+2,-6.800000000e-2,1.299218750e+1,,,
2.579843750e+2,-7.621875000e-2,9.007812500e+0,,,
2.580156250e+2,-7.975000000e-2,1.103906250e+1,,,
2.620000000e+2,-5.596875000e-2,1.300000000e+1,,,
2.580000000e+2,-7.165625000e-2,1.102343750e+1,,,
2.579687500e+2,-6.787500000e-2,1.100000000e+1,,,
2.540000000e+2,-6.406250000e-2,1.100000000e+1,,,
2.600000000e+2,-7.212500000e-2,1.000781250e+1,,,
2.539843750e+2,-7.190625000e-2,1.000000000e+1,,,
2.560000000e+2,-6.806250000e-2,1.000000000e+1,,,
2.580156250e+2,-7.603125000e-2,1.000781250e+1,,,
2.539843750e+2,-7.600000000e-2,1.000000000e+1,,,
2.540312500e+2,-8.403125000e-2,1.201562500e+1,,,
2.560000000e+2,-7.990625000e-2,1.198437500e+1,,,
2.539687500e+2,-6.793750000e-2,9.007812500e+0,,,
2.539687500e+2,-7.206250000e-2,1.200000000e+1,,,
2.520000000e+2,-7.203125000e-2,9.000000000e+0,,,
2.560000000e+2,-7.606250000e-2,1.200000000e+1,,,
2.580000000e+2,-6.800000000e-2,9.000000000e+0,,,
2.580000000e+2,-7.212500000e-2,1.200781250e+1,,,
2.579531250e+2,-7.581250000e-2,8.000000000e+0,,,
2.600312500e+2,-6.006250000e-2,1.200781250e+1,,,
2.501562500e+2,-8.012500000e-2,1.000000000e+1,,,
2.479531250e+2,-6.800000000e-2,1.101562500e+1,,,
2.520781250e+2,-6.003125000e-2,8.007812500e+0,,,
2.560312500e+2,-6.806250000e-2,1.199218750e+1,,,
2.559687500e+2,-7.209375000e-2,9.015625000e+0,,,
2.539687500e+2,-7.600000000e-2,1.100000000e+1,,,
2.540156250e+2,-6.778125000e-2,9.000000000e+0,,,
2.539843750e+2,-5.993750000e-2,9.992187500e+0,,,
2.499062500e+2,-6.400000000e-2,9.000000000e+0,,,
2.459375000e+2,-7.200000000e-2,9.000000000e+0,,,
2.539843750e+2,-6.800000000e-2,6.992187500e+0,,,
2.480000000e+2,-6.006250000e-2,1.101562500e+1,,,
2.519687500e+2,-7.615625000e-2,8.984375000e+0,,,
2.560000000e+2,-7.178125000e-2,1.100000000e+1,,,
2.520781250e+2,-6.403125000e-2,1.100000000e+1,,,
2.499375000e+2,-7.190625000e-2,7.992187500e+0,,,
2.539843750e+2,-6.793750000e-2,9.992187500e+0,,,
2.500156250e+2,-6.812500000e-2,8.000000000e+0,,,
2.539375000e+2,-7.184375000e-2,9.031250000e+0,,,
2.460156250e+2,-5.590625000e-2,1.100781250e+1,,,
2.600000000e+2,-6.412500000e-2,8.000000000e+0,,,
2.499687500e+2,-6.796875000e-2,9.000000000e+0,,,
2.540000000e+2,-7.596875000e-2,9.007812500e+0,,,
2.499687500e+2,-6.796875000e-2,8.007812500e+0,,,
2.480000000e+2,-7.193750000e-2,9.000000000e+0,,,
2.500000000e+2,-6.406250000e-2,1.100781250e+1,,,
2.500000000e+2,-7.615625000e-2,7.031250000e+0,,,
2.439843750e+2,-6.771875000e-2,8.000000000e+0,,,
2.459687500e+2,-6.800000000e-2,1.196875000e+1,,,
2.499687500e+2,-7.593750000e-2,1.003906250e+1,,,
2.520000000e+2,-6.400000000e-2,7.000000000e+0,,,
2.520156250e+2,-7.606250000e-2,9.031250000e+0,,,
