CH1,CH2,CH4,Ts,parameter,value
1.659062500e+2,-6.793750000e-2,-1.400000000e+1,,,
1.720781250e+2,-3.987500000e-2,-1.396875000e+1,,,
1.700312500e+2,-4.803125000e-2,-1.101562500e+1,,,
1.759843750e+2,-3.593750000e-2,-9.976562500e+0,,,
1.700000000e+2,-5.193750000e-2,-1.200781250e+1,,,
1.739687500e+2,-3.609375000e-2,-1.200000000e+1,,,
1.661406250e+2,-3.193750000e-2,-1.100000000e+1,,,
1.580156250e+2,-2.006250000e-2,-1.003125000e+1,,,
1.598906250e+2,-4.400000000e-2,-1.300781250e+1,,,
1.659843750e+2,-3.218750000e-2,-1.104687500e+1,,,
1.619531250e+2,-2.396875000e-2,-1.102343750e+1,,,
1.619843750e+2,-2.800000000e-2,-1.700000000e+1,,,
1.579843750e+2,-2.400000000e-2,-1.400000000e+1,,,
1.600312500e+2,-2.403125000e-2,-1.400781250e+1,,,
1.620000000e+2,-2.800000000e-2,-1.500000000e+1,,,
1.620000000e+2,-2.400000000e-2,-1.400000000e+1,,,
1.580000000e+2,-1.984375000e-2,-1.300781250e+1,,,
1.619531250e+2,-3.600000000e-2,-1.300781250e+1,,,
1.520000000e+2,-3.196875000e-2,-1.400000000e+1,,,
1.599843750e+2,-2.812500000e-2,-1.400000000e+1,,,
1.539531250e+2,-4.000000000e-2,-1.400781250e+1,,,
1.499843750e+2,-2.784375000e-2,-1.600000000e+1,,,
1.579843750e+2,-3.221875000e-2,-1.602343750e+1,,,
1.520468750e+2,-4.784375000e-2,-1.490625000e+1,,,
1.520000000e+2,-4.400000000e-2,-1.801562500e+1,,,
1.520000000e+2,-4.803125000e-2,-1.100000000e+1,,,
1.580156250e+2,-5.203125000e-2,-1.809375000e+1,,,
1.539375000e+2,-5.181250000e-2,-1.596875000e+1,,,
1.520000000e+2,-4.006250000e-2,-1.700000000e+1,,,
1.540156250e+2,-5.996875000e-2,-1.799218750e+1,,,
1.560000000e+2,-5.196875000e-2,-1.500000000e+1,,,
1.540000000e+2,-6.806250000e-2,-1.800781250e+1,,,
1.500000000e+2,-6.396875000e-2,-1.400000000e+1,,,
1.539687500e+2,-5.596875000e-2,-1.700000000e+1,,,
1.579218750e+2,-5.600000000e-2,-1.400000000e+1,,,
1.600625000e+2,-5.606250000e-2,-1.800000000e+1,,,
1.500781250e+2,-6.800000000e-2,-1.700781250e+1,,,
1.460468750e+2,-5.590625000e-2,-1.600000000e+1,,,
1.500156250e+2,-6.012500000e-2,-1.799218750e+1,,,
1.479843750e+2,-6.800000000e-2,-1.300000000e+1,,,
1.520468750e+2,-6.400000000e-2,-1.699218750e+1,,,
1.519843750e+2,-6.800000000e-2,-1.600000000e+1,,,
1.520000000e+2,-6.400000000e-2,-1.599218750e+1,,,
1.520156250e+2,-7.193750000e-2,-1.799218750e+1,,,
1.500781250e+2,-7.600000000e-2,-1.800000000e+1,,,
1.479687500e+2,-7.609375000e-2,-1.898437500e+1,,,
1.559531250e+2,-6.400000000e-2,-1.600000000e+1,,,
1.540312500e+2,-6.806250000e-2,-1.900000000e+1,,,
1.520468750e+2,-6.396875000e-2,-2.000000000e+1,,,
1.480468750e+2,-5.993750000e-2,-1.601562500e+1,,,
1.500625000e+2,-6.800000000e-2,-1.899218750e+1,,,
1.498750000e+2,-6.396875000e-2,-1.897656250e+1,,,
1.440468750e+2,-5.615625000e-2,-1.599218750e+1,,,
1.560781250e+2,-7.209375000e-2,-1.699218750e+1,,,
1.539687500e+2,-5.565625000e-2,-1.800781250e+1,,,
1.499687500e+2,-4.415625000e-2,-2.000781250e+1,,,
1.480000000e+2,-6.387500000e-2,-2.002343750e+1,,,
1.479843750e+2,-5.187500000e-2,-1.800000000e+1,,,
1.460000000e+2,-5.209375000e-2,-1.800000000e+1,,,
1.500000000e+2,-5.606250000e-2,-1.798437500e+1,,,
1.479687500e+2,-5.600000000e-2,-2.000000000e+1,,,
1.440000000e+2,-5.596875000e-2,-2.000000000e+1,,,
1.399218750e+2,-5.196875000e-2,-1.899218750e+1,,,
1.480000000e+2,-4.800000000e-2,-2.000000000e+1,,,
1.399062500e+2,-5.203125000e-2,-2.000000000e+1,,,
1.380625000e+2,-5.200000000e-2,-2.000000000e+1,,,
1.419843750e+2,-5.193750000e-2,-1.900781250e+1,,,
1.380156250e+2,-4.803125000e-2,-1.999218750e+1,,,
1.440000000e+2,-5.609375000e-2,-1.800781250e+1,,,
1.400000000e+2,-6.009375000e-2,-1.900000000e+1,,,
1.480000000e+2,-5.200000000e-2,-1.900000000e+1,,,
1.420468750e+2,-6.000000000e-2,-1.900000000e+1,,,
1.360000000e+2,-4.381250000e-2,-1.999218750e+1,,,
1.379843750e+2,-4.412500000e-2,-2.100781250e+1,,,
1.400000000e+2,-5.209375000e-2,-2.200781250e+1,,,
1.399531250e+2,-5.200000000e-2,-2.002343750e+1,,,
1.440000000e+2,-4.000000000e-2,-2.002343750e+1,,,
1.378281250e+2,-4.809375000e-2,-2.200000000e+1,,,
1.319843750e+2,-4.793750000e-2,-2.001562500e+1,,,
1.341250000e+2,-4.393750000e-2,-2.100000000e+1,,,
1.400468750e+2,-3.996875000e-2,-2.100000000e+1,,,
1.379375000e+2,-4.425000000e-2,-2.196093750e+1,,,
1.360000000e+2,-4.800000000e-2,-2.500000000e+1,,,
1.359843750e+2,-3.600000000e-2,-2.300000000e+1,,,
1.340312500e+2,-5.600000000e-2,-2.401562500e+1,,,
1.320000000e+2,-3.990625000e-2,-2.003125000e+1,,,
1.320000000e+2,-4.818750000e-2,-2.603125000e+1,,,
1.319218750e+2,-4.778125000e-2,-2.200000000e+1,,,
1.380156250e+2,-3.593750000e-2,-2.100000000e+1,,,
1.320468750e+2,-3.981250000e-2,-2.497656250e+1,,,
1.360781250e+2,-4.400000000e-2,-2.402343750e+1,,,
1.380000000e+2,-4.812500000e-2,-2.100000000e+1,,,
1.339375000e+2,-5.593750000e-2,-1.901562500e+1,,,
1.239531250e+2,-4.384375000e-2,-2.297656250e+1,,,
1.220000000e+2,-4.412500000e-2,-2.400000000e+1,,,
1.320312500e+2,-5.200000000e-2,-2.501562500e+1,,,
1.299687500e+2,-4.815625000e-2,-2.701562500e+1,,,
1.260312500e+2,-6.396875000e-2,-2.401562500e+1,,,
1.380000000e+2,-4.371875000e-2,-2.500000000e+1,,,
1.280000000e+2,-4.840625000e-2,-2.500781250e+1,,,
1.300000000e+2,-5.584375000e-2,-2.400000000e+1,,,
1.280000000e+2,-4.800000000e-2,-2.400000000e+1,,,
1.299843750e+2,-5.600000000e-2,-2.298437500e+1,,,
1.299843750e+2,-4.790625000e-2,-2.598437500e+1,,,
1.320000000e+2,-4.400000000e-2,-2.700781250e+1,,,
1.220312500e+2,-4.803125000e-2,-2.697656250e+1,,,
1.319843750e+2,-4.803125000e-2,-2.300000000e+1,,,
1.199843750e+2,-5.206250000e-2,-2.502343750e+1,,,
1.321093750e+2,-5.193750000e-2,-2.500000000e+1,,,
1.262812500e+2,-4.775000000e-2,-2.600000000e+1,,,
1.158906250e+2,-5.996875000e-2,-2.501562500e+1,,,
1.299218750e+2,-4.825000000e-2,-2.500000000e+1,,,
1.221875000e+2,-3.996875000e-2,-2.501562500e+1,,,
1.257656250e+2,-4.793750000e-2,-2.801562500e+1,,,
1.262812500e+2,-4.812500000e-2,-2.300000000e+1,,,
1.160156250e+2,-4.403125000e-2,-2.498437500e+1,,,
1.220156250e+2,-4.403125000e-2,-2.303906250e+1,,,
1.160000000e+2,-4.393750000e-2,-2.299218750e+1,,,
1.220312500e+2,-5.203125000e-2,-2.600781250e+1,,,
1.259843750e+2,-4.003125000e-2,-2.600000000e+1,,,
1.199687500e+2,-4.800000000e-2,-2.700000000e+1,,,
1.220000000e+2,-4.000000000e-2,-2.700000000e+1,,,
1.220000000e+2,-4.790625000e-2,-2.496093750e+1,,,
1.200468750e+2,-4.012500000e-2,-2.800000000e+1,,,
1.180156250e+2,-4.384375000e-2,-2.600000000e+1,,,
1.179687500e+2,-5.203125000e-2,-2.903125000e+1,,,
1.239843750e+2,-4.403125000e-2,-2.799218750e+1,,,
1.181406250e+2,-4.406250000e-2,-2.600781250e+1,,,
1.139218750e+2,-3.587500000e-2,-2.800000000e+1,,,
1.241250000e+2,-4.803125000e-2,-2.700000000e+1,,,
1.238906250e+2,-3.606250000e-2,-3.100000000e+1,,,
1.159687500e+2,-4.796875000e-2,-2.596093750e+1,,,
1.180000000e+2,-4.800000000e-2,-2.600000000e+1,,,
1.119843750e+2,-4.400000000e-2,-2.803125000e+1,,,
1.139843750e+2,-5.596875000e-2,-2.896093750e+1,,,
1.140000000e+2,-4.443750000e-2,-2.500781250e+1,,,
1.120000000e+2,-4.000000000e-2,-2.800000000e+1,,,
1.139687500e+2,-4.400000000e-2,-2.800781250e+1,,,
1.180000000e+2,-5.200000000e-2,-2.898437500e+1,,,
1.120000000e+2,-4.803125000e-2,-3.200781250e+1,,,
1.160000000e+2,-4.803125000e-2,-2.799218750e+1,,,
1.120937500e+2,-5.200000000e-2,-2.903906250e+1,,,
1.080000000e+2,-4.806250000e-2,-2.500781250e+1,,,
1.120000000e+2,-4.806250000e-2,-3.006250000e+1,,,
1.059843750e+2,-4.390625000e-2,-3.000000000e+1,,,
1.100781250e+2,-5.200000000e-2,-2.900000000e+1,,,
1.139843750e+2,-3.603125000e-2,-2.898437500e+1,,,
1.080156250e+2,-4.387500000e-2,-2.800000000e+1,,,
1.080000000e+2,-4.818750000e-2,-2.999218750e+1,,,
1.079687500e+2,-4.006250000e-2,-3.000781250e+1,,,
1.019843750e+2,-4.787500000e-2,-3.100000000e+1,,,
1.099218750e+2,-5.600000000e-2,-3.000000000e+1,,,
1.100156250e+2,-4.800000000e-2,-3.000781250e+1,,,
1.060468750e+2,-4.400000000e-2,-3.100000000e+1,,,
1.040000000e+2,-5.200000000e-2,-2.900000000e+1,,,
1.040000000e+2,-6.071875000e-2,-2.898437500e+1,,,
1.040000000e+2,-4.000000000e-2,-3.201562500e+1,,,
1.060468750e+2,-6.400000000e-2,-3.200000000e+1,,,
1.079687500e+2,-3.990625000e-2,-3.197656250e+1,,,
1.019218750e+2,-4.000000000e-2,-2.900781250e+1,,,
9.996875000e+1,-4.006250000e-2,-3.300000000e+1,,,
1.021093750e+2,-5.606250000e-2,-3.000781250e+1,,,
1.140156250e+2,-4.003125000e-2,-3.201562500e+1,,,
1.021250000e+2,-5.206250000e-2,-3.200781250e+1,,,
1.059843750e+2,-3.593750000e-2,-3.301562500e+1,,,
1.040000000e+2,-6.000000000e-2,-3.193750000e+1,,,
1.039687500e+2,-3.596875000e-2,-2.900000000e+1,,,
1.060156250e+2,-4.793750000e-2,-3.200000000e+1,,,
1.020312500e+2,-5.606250000e-2,-3.200000000e+1,,,
1.040625000e+2,-5.600000000e-2,-3.100000000e+1,,,
1.039687500e+2,-6.000000000e-2,-3.200781250e+1,,,
9.601562500e+1,-4.800000000e-2,-3.301562500e+1,,,
1.060156250e+2,-5.600000000e-2,-3.500000000e+1,,,
1.020468750e+2,-4.400000000e-2,-3.302343750e+1,,,
9.400000000e+1,-5.193750000e-2,-3.000000000e+1,,,
1.040000000e+2,-4.412500000e-2,-3.200000000e+1,,,
9.803125000e+1,-3.993750000e-2,-3.400000000e+1,,,
9.400000000e+1,-5.200000000e-2,-3.400000000e+1,,,
9.798437500e+1,-4.806250000e-2,-3.400000000e+1,,,
9.801562500e+1,-4.006250000e-2,-3.400781250e+1,,,
9.600000000e+1,-5.203125000e-2,-3.300000000e+1,,,
9.593750000e+1,-4.815625000e-2,-3.403906250e+1,,,
1.000156250e+2,-3.993750000e-2,-3.100000000e+1,,,
9.000000000e+1,-5.196875000e-2,-3.500781250e+1,,,
9.803125000e+1,-4.400000000e-2,-3.302343750e+1,,,
9.196875000e+1,-4.806250000e-2,-3.802343750e+1,,,
9.603125000e+1,-6.003125000e-2,-3.596093750e+1,,,
9.396875000e+1,-5.606250000e-2,-3.500000000e+1,,,
9.201562500e+1,-4.815625000e-2,-3.399218750e+1,,,
8.998437500e+1,-4.403125000e-2,-3.500000000e+1,,,
9.600000000e+1,-4.396875000e-2,-3.400781250e+1,,,
9.000000000e+1,-5.203125000e-2,-3.500781250e+1,,,
9.595312500e+1,-4.800000000e-2,-3.200000000e+1,,,
9.014062500e+1,-4.396875000e-2,-3.700000000e+1,,,
8.600000000e+1,-5.603125000e-2,-3.705468750e+1,,,
8.809375000e+1,-4.400000000e-2,-3.498437500e+1,,,
9.203125000e+1,-5.200000000e-2,-3.900781250e+1,,,
8.995312500e+1,-4.000000000e-2,-3.601562500e+1,,,
8.600000000e+1,-5.203125000e-2,-3.600000000e+1,,,
8.795312500e+1,-4.400000000e-2,-3.701562500e+1,,,
8.404687500e+1,-5.203125000e-2,-3.601562500e+1,,,
9.201562500e+1,-4.406250000e-2,-3.300000000e+1,,,
8.607812500e+1,-4.800000000e-2,-3.601562500e+1,,,
8.600000000e+1,-4.400000000e-2,-3.700000000e+1,,,
8.590625000e+1,-5.203125000e-2,-3.400000000e+1,,,
9.398437500e+1,-4.796875000e-2,-3.403125000e+1,,,
8.614062500e+1,-4.400000000e-2,-3.702343750e+1,,,
8.195312500e+1,-4.390625000e-2,-3.900781250e+1,,,
8.809375000e+1,-5.206250000e-2,-4.000781250e+1,,,
8.996875000e+1,-4.003125000e-2,-4.100000000e+1,,,
8.593750000e+1,-4.800000000e-2,-3.800000000e+1,,,
8.406250000e+1,-4.403125000e-2,-3.600000000e+1,,,
9.200000000e+1,-5.200000000e-2,-3.802343750e+1,,,
8.400000000e+1,-4.000000000e-2,-4.200000000e+1,,,
8.598437500e+1,-4.381250000e-2,-3.702343750e+1,,,
8.195312500e+1,-5.200000000e-2,-3.700000000e+1,,,
7.800000000e+1,-4.800000000e-2,-3.600000000e+1,,,
7.998437500e+1,-4.800000000e-2,-3.799218750e+1,,,
8.000000000e+1,-4.806250000e-2,-3.900000000e+1,,,
8.000000000e+1,-5.196875000e-2,-3.700000000e+1,,,
7.798437500e+1,-4.396875000e-2,-3.998437500e+1,,,
8.200000000e+1,-4.800000000e-2,-3.902343750e+1,,,
7.600000000e+1,-4.796875000e-2,-3.900781250e+1,,,
7.800000000e+1,-5.996875000e-2,-3.800781250e+1,,,
8.396875000e+1,-3.996875000e-2,-4.101562500e+1,,,
7.798437500e+1,-4.800000000e-2,-3.899218750e+1,,,
8.198437500e+1,-3.600000000e-2,-4.000000000e+1,,,
7.601562500e+1,-5.187500000e-2,-3.799218750e+1,,,
8.600000000e+1,-4.806250000e-2,-3.800000000e+1,,,
8.000000000e+1,-4.003125000e-2,-4.299218750e+1,,,
7.800000000e+1,-5.209375000e-2,-4.097656250e+1,,,
7.798437500e+1,-6.000000000e-2,-4.100000000e+1,,,
8.192187500e+1,-5.181250000e-2,-4.000000000e+1,,,
8.212500000e+1,-3.996875000e-2,-4.200000000e+1,,,
7.198437500e+1,-3.978125000e-2,-4.000000000e+1,,,
8.007812500e+1,-5.203125000e-2,-4.199218750e+1,,,
7.387500000e+1,-4.796875000e-2,-4.199218750e+1,,,
7.001562500e+1,-5.203125000e-2,-4.000781250e+1,,,
7.418750000e+1,-4.793750000e-2,-4.300000000e+1,,,
8.193750000e+1,-4.387500000e-2,-4.100000000e+1,,,
7.195312500e+1,-4.006250000e-2,-4.000000000e+1,,,
7.792187500e+1,-5.193750000e-2,-4.198437500e+1,,,
7.410937500e+1,-5.200000000e-2,-4.400000000e+1,,,
7.198437500e+1,-4.803125000e-2,-4.198437500e+1,,,
7.603125000e+1,-5.212500000e-2,-4.200000000e+1,,,
6.801562500e+1,-5.596875000e-2,-4.200000000e+1,,,
7.393750000e+1,-3.993750000e-2,-4.200000000e+1,,,
7.209375000e+1,-3.590625000e-2,-4.099218750e+1,,,
7.409375000e+1,-4.396875000e-2,-4.299218750e+1,,,
7.798437500e+1,-4.400000000e-2,-4.300000000e+1,,,
7.190625000e+1,-4.003125000e-2,-4.300000000e+1,,,
6.798437500e+1,-4.393750000e-2,-4.200781250e+1,,,
6.600000000e+1,-3.609375000e-2,-4.202343750e+1,,,
6.801562500e+1,-5.203125000e-2,-4.400000000e+1,,,
7.200000000e+1,-4.400000000e-2,-4.103125000e+1,,,
6.993750000e+1,-5.196875000e-2,-4.200000000e+1,,,
6.600000000e+1,-4.000000000e-2,-4.300000000e+1,,,
7.000000000e+1,-5.209375000e-2,-4.301562500e+1,,,
6.800000000e+1,-4.390625000e-2,-4.200000000e+1,,,
7.000000000e+1,-4.806250000e-2,-4.200000000e+1,,,
6.006250000e+1,-4.800000000e-2,-4.196093750e+1,,,
6.401562500e+1,-5.200000000e-2,-4.500000000e+1,,,
6.600000000e+1,-5.196875000e-2,-4.397656250e+1,,,
6.596875000e+1,-4.396875000e-2,-4.300781250e+1,,,
6.395312500e+1,-4.406250000e-2,-4.500781250e+1,,,
6.407812500e+1,-4.809375000e-2,-4.296093750e+1,,,
6.798437500e+1,-5.200000000e-2,-4.299218750e+1,,,
6.000000000e+1,-4.812500000e-2,-4.499218750e+1,,,
7.203125000e+1,-4.403125000e-2,-4.500781250e+1,,,
6.803125000e+1,-5.203125000e-2,-4.600000000e+1,,,
6.198437500e+1,-4.384375000e-2,-4.500781250e+1,,,
6.400000000e+1,-4.012500000e-2,-4.400000000e+1,,,
6.204687500e+1,-5.200000000e-2,-4.500781250e+1,,,
6.001562500e+1,-4.400000000e-2,-4.400000000e+1,,,
6.007812500e+1,-5.206250000e-2,-4.702343750e+1,,,
6.192187500e+1,-4.796875000e-2,-4.700781250e+1,,,
5.598437500e+1,-4.803125000e-2,-4.497656250e+1,,,
6.212500000e+1,-4.800000000e-2,-4.900000000e+1,,,
6.182812500e+1,-4.378125000e-2,-4.602343750e+1,,,
5.196875000e+1,-4.028125000e-2,-4.399218750e+1,,,
6.017187500e+1,-5.600000000e-2,-4.692968750e+1,,,
6.404687500e+1,-4.400000000e-2,-4.900000000e+1,,,
5.409375000e+1,-4.800000000e-2,-4.301562500e+1,,,
5.398437500e+1,-4.787500000e-2,-4.609375000e+1,,,
5.598437500e+1,-3.609375000e-2,-5.000000000e+1,,,
5.603125000e+1,-5.615625000e-2,-4.700000000e+1,,,
5.395312500e+1,-4.793750000e-2,-4.500000000e+1,,,
5.806250000e+1,-5.209375000e-2,-4.700000000e+1,,,
4.998437500e+1,-4.003125000e-2,-4.403906250e+1,,,
5.810937500e+1,-5.615625000e-2,-4.400000000e+1,,,
5.795312500e+1,-5.193750000e-2,-4.800781250e+1,,,
5.398437500e+1,-5.196875000e-2,-4.504687500e+1,,,
5.400000000e+1,-4.390625000e-2,-4.500000000e+1,,,
5.995312500e+1,-4.396875000e-2,-4.901562500e+1,,,
4.193750000e+1,-5.212500000e-2,-4.903125000e+1,,,
4.603125000e+1,-5.587500000e-2,-4.798437500e+1,,,
5.000000000e+1,-4.815625000e-2,-5.000000000e+1,,,
5.200000000e+1,-6.403125000e-2,-4.601562500e+1,,,
5.200000000e+1,-4.762500000e-2,-4.696093750e+1,,,
4.800000000e+1,-4.806250000e-2,-4.900000000e+1,,,
5.195312500e+1,-4.400000000e-2,-4.600000000e+1,,,
5.801562500e+1,-4.809375000e-2,-4.995312500e+1,,,
4.600000000e+1,-5.200000000e-2,-5.097656250e+1,,,
4.807812500e+1,-4.393750000e-2,-4.696875000e+1,,,
5.607812500e+1,-4.415625000e-2,-4.600000000e+1,,,
5.787500000e+1,-5.203125000e-2,-4.899218750e+1,,,
4.400000000e+1,-4.393750000e-2,-4.700000000e+1,,,
5.584375000e+1,-3.587500000e-2,-5.100000000e+1,,,
5.209375000e+1,-4.775000000e-2,-5.003125000e+1,,,
5.004687500e+1,-5.209375000e-2,-4.800000000e+1,,,
4.596875000e+1,-4.412500000e-2,-4.600781250e+1,,,
5.001562500e+1,-4.393750000e-2,-4.897656250e+1,,,
4.417187500e+1,-5.200000000e-2,-5.000000000e+1,,,
4.575000000e+1,-4.806250000e-2,-5.003125000e+1,,,
5.195312500e+1,-5.196875000e-2,-4.699218750e+1,,,
4.196875000e+1,-4.812500000e-2,-5.099218750e+1,,,
4.604687500e+1,-3.996875000e-2,-4.999218750e+1,,,
5.398437500e+1,-5.596875000e-2,-5.001562500e+1,,,
4.396875000e+1,-4.800000000e-2,-4.700000000e+1,,,
4.798437500e+1,-4.000000000e-2,-4.900000000e+1,,,
4.200000000e+1,-5.596875000e-2,-5.095312500e+1,,,
5.393750000e+1,-4.409375000e-2,-5.100000000e+1,,,
4.409375000e+1,-5.193750000e-2,-4.801562500e+1,,,
4.200000000e+1,-4.803125000e-2,-5.203906250e+1,,,
4.393750000e+1,-5.200000000e-2,-5.100000000e+1,,,
4.803125000e+1,-4.796875000e-2,-5.100000000e+1,,,
4.012500000e+1,-5.603125000e-2,-5.000000000e+1,,,
3.812500000e+1,-4.415625000e-2,-5.000000000e+1,,,
4.801562500e+1,-4.793750000e-2,-5.000000000e+1,,,
3.795312500e+1,-5.200000000e-2,-4.999218750e+1,,,
3.603125000e+1,-5.200000000e-2,-5.000000000e+1,,,
3.800000000e+1,-5.600000000e-2,-5.300000000e+1,,,
3.801562500e+1,-4.803125000e-2,-4.997656250e+1,,,
3.200000000e+1,-4.825000000e-2,-5.099218750e+1,,,
4.001562500e+1,-3.993750000e-2,-5.000000000e+1,,,
3.600000000e+1,-5.200000000e-2,-5.100781250e+1,,,
4.000000000e+1,-4.000000000e-2,-5.100000000e+1,,,
3.600000000e+1,-4.796875000e-2,-5.100781250e+1,,,
3.600000000e+1,-5.203125000e-2,-5.001562500e+1,,,
3.596875000e+1,-5.600000000e-2,-5.396875000e+1,,,
3.600000000e+1,-4.006250000e-2,-5.300781250e+1,,,
3.000000000e+1,-5.187500000e-2,-5.497656250e+1,,,
3.403125000e+1,-4.806250000e-2,-5.100000000e+1,,,
3.796875000e+1,-5.200000000e-2,-5.503125000e+1,,,
3.398437500e+1,-5.606250000e-2,-5.397656250e+1,,,
3.596875000e+1,-3.603125000e-2,-5.400781250e+1,,,
4.000000000e+1,-5.171875000e-2,-5.299218750e+1,,,
3.600000000e+1,-4.809375000e-2,-5.400000000e+1,,,
4.201562500e+1,-4.806250000e-2,-5.200000000e+1,,,
3.007812500e+1,-4.000000000e-2,-5.400000000e+1,,,
3.196875000e+1,-4.800000000e-2,-5.600000000e+1,,,
3.596875000e+1,-4.800000000e-2,-5.300000000e+1,,,
3.409375000e+1,-4.400000000e-2,-5.600000000e+1,,,
2.803125000e+1,-5.978125000e-2,-5.500000000e+1,,,
3.210937500e+1,-5.200000000e-2,-5.498437500e+1,,,
3.800000000e+1,-4.800000000e-2,-5.101562500e+1,,,
3.390625000e+1,-4.796875000e-2,-5.203906250e+1,,,
3.203125000e+1,-3.600000000e-2,-5.500781250e+1,,,
3.601562500e+1,-4.403125000e-2,-5.400000000e+1,,,
3.400000000e+1,-3.996875000e-2,-5.500000000e+1,,,
3.406250000e+1,-6.393750000e-2,-5.399218750e+1,,,
2.798437500e+1,-4.821875000e-2,-5.500781250e+1,,,
3.398437500e+1,-4.781250000e-2,-5.600000000e+1,,,
3.001562500e+1,-6.403125000e-2,-5.497656250e+1,,,
2.995312500e+1,-4.396875000e-2,-5.500781250e+1,,,
3.006250000e+1,-5.196875000e-2,-5.600000000e+1,,,
2.401562500e+1,-5.234375000e-2,-5.500000000e+1,,,
3.009375000e+1,-4.003125000e-2,-5.600000000e+1,,,
3.401562500e+1,-4.800000000e-2,-5.500000000e+1,,,
3.401562500e+1,-5.600000000e-2,-5.601562500e+1,,,
3.195312500e+1,-4.400000000e-2,-5.700000000e+1,,,
2.200000000e+1,-5.600000000e-2,-5.700781250e+1,,,
3.000000000e+1,-4.815625000e-2,-5.600000000e+1,,,
3.400000000e+1,-3.996875000e-2,-5.600000000e+1,,,
1.804687500e+1,-5.187500000e-2,-5.500781250e+1,,,
1.998437500e+1,-5.600000000e-2,-5.600000000e+1,,,
2.201562500e+1,-4.806250000e-2,-5.700000000e+1,,,
1.598437500e+1,-4.403125000e-2,-5.700000000e+1,,,
2.793750000e+1,-4.803125000e-2,-5.700781250e+1,,,
3.003125000e+1,-4.796875000e-2,-5.601562500e+1,,,
2.801562500e+1,-5.203125000e-2,-5.700000000e+1,,,
2.400000000e+1,-4.406250000e-2,-5.999218750e+1,,,
2.392187500e+1,-4.800000000e-2,-5.697656250e+1,,,
1.606250000e+1,-5.196875000e-2,-5.800781250e+1,,,
3.004687500e+1,-3.993750000e-2,-5.599218750e+1,,,
1.989062500e+1,-3.193750000e-2,-5.701562500e+1,,,
1.800000000e+1,-5.575000000e-2,-5.701562500e+1,,,
1.798437500e+1,-4.418750000e-2,-5.698437500e+1,,,
2.196875000e+1,-4.396875000e-2,-5.900000000e+1,,,
2.610937500e+1,-5.203125000e-2,-5.700781250e+1,,,
1.400000000e+1,-4.800000000e-2,-5.800781250e+1,,,
2.393750000e+1,-3.996875000e-2,-5.700000000e+1,,,
1.615625000e+1,-5.584375000e-2,-6.001562500e+1,,,
1.801562500e+1,-5.200000000e-2,-5.600781250e+1,,,
1.596875000e+1,-4.400000000e-2,-5.800000000e+1,,,
1.804687500e+1,-3.203125000e-2,-5.500000000e+1,,,
2.196875000e+1,-4.403125000e-2,-5.800000000e+1,,,
1.587500000e+1,-4.415625000e-2,-6.101562500e+1,,,
1.612500000e+1,-6.403125000e-2,-6.002343750e+1,,,
2.398437500e+1,-5.212500000e-2,-5.600000000e+1,,,
1.409375000e+1,-5.209375000e-2,-6.001562500e+1,,,
1.589062500e+1,-3.996875000e-2,-6.000000000e+1,,,
1.615625000e+1,-6.006250000e-2,-5.800000000e+1,,,
3.984375000e+0,-5.600000000e-2,-5.903125000e+1,,,
1.787500000e+1,-5.600000000e-2,-6.101562500e+1,,,
1.601562500e+1,-4.003125000e-2,-6.201562500e+1,,,
2.000000000e+1,-5.187500000e-2,-5.999218750e+1,,,
1.596875000e+1,-5.593750000e-2,-6.000000000e+1,,,
1.600000000e+1,-6.800000000e-2,-5.800000000e+1,,,
1.603125000e+1,-4.796875000e-2,-6.001562500e+1,,,
1.798437500e+1,-5.600000000e-2,-6.100781250e+1,,,
1.200000000e+1,-4.800000000e-2,-6.100000000e+1,,,
2.000000000e+1,-4.787500000e-2,-5.900000000e+1,,,
1.193750000e+1,-5.600000000e-2,-6.100781250e+1,,,
1.398437500e+1,-5.196875000e-2,-6.000000000e+1,,,
1.400000000e+1,-4.796875000e-2,-6.200000000e+1,,,
1.396875000e+1,-4.396875000e-2,-6.000000000e+1,,,
8.000000000e+0,-4.412500000e-2,-6.200000000e+1,,,
1.196875000e+1,-5.193750000e-2,-6.400781250e+1,,,
1.400000000e+1,-4.375000000e-2,-6.106250000e+1,,,
1.200000000e+1,-6.396875000e-2,-6.000000000e+1,,,
1.000000000e+1,-5.196875000e-2,-6.201562500e+1,,,
1.000000000e+1,-5.600000000e-2,-6.400000000e+1,,,
1.000000000e+1,-4.793750000e-2,-6.196875000e+1,,,
1.000000000e+1,-4.800000000e-2,-5.900000000e+1,,,
7.984375000e+0,-4.400000000e-2,-6.001562500e+1,,,
8.000000000e+0,-5.196875000e-2,-6.200000000e+1,,,
1.000000000e+1,-5.200000000e-2,-6.400781250e+1,,,
1.000000000e+1,-4.803125000e-2,-6.100781250e+1,,,
4.000000000e+0,-5.612500000e-2,-6.400000000e+1,,,
7.953125000e+0,-5.587500000e-2,-6.100781250e+1,,,
7.953125000e+0,-4.396875000e-2,-6.300000000e+1,,,
1.198437500e+1,-4.796875000e-2,-6.400000000e+1,,,
5.843750000e+0,-4.806250000e-2,-6.400000000e+1,,,
-1.562500000e-2,-5.600000000e-2,-6.399218750e+1,,,
-9.375000000e-2,-4.790625000e-2,-6.200000000e+1,,,
